identifier,digital_origin,form,language,language_of_cataloging,identifier 2,identifier 3,object_in_context,physicalDescription_note,part_detail_title,subject_temporal,subject_geographic,item_type,date_text,date_single_start,title,title_of_part,rights,repository,name,place_of_origin,publisher,project_title,project_url,project_abstract,record_source,file_thumbnail_URL
sanborn_244,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:244,sanborn_knoxville1917_0111,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244,100 ft./inch,District-Ward 106,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 106,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20106.jpg
sanborn_1151,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1151,sanborn_knoxville1917_0018,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1151,50 ft./inch,District-Ward 13,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 13,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1151/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2013.jpg
sanborn_1032,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1032,sanborn_knoxville1890_0019,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1032,50 ft./inch,District-Ward 18,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 18,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1032/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2018.jpg
sanborn_59,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:59,sanborn_knoxville1903_0003,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A59,50 ft./inch,,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Street Index,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A59/datastream/TN/view/Knoxville%20--%201903%20--%20Street%20Index.jpg
sanborn_199,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:199,sanborn_knoxville1917_0066,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A199,50 ft./inch,District-Ward 61,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 61,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A199/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2061.jpg
sanborn_1185,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1185,sanborn_knoxville1917_0052,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1185,50 ft./inch,District-Ward 47,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 47,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1185/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2047.jpg
sanborn_33,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:33,sanborn_knoxville1890_0020,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A33,50 ft./inch,District-Ward 19,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 19,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A33/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2019.jpg
sanborn_1126,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1126,sanborn_knoxville1903_0070,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1126,50 ft./inch,District-Ward 64,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 64,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1126/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2064.jpg
sanborn_1020,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1020,sanborn_knoxville1890_0007,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1020,50 ft./inch,District-Ward 6,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 6,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1020/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%206.jpg
sanborn_1107,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1107,sanborn_knoxville1903_0051,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1107,50 ft./inch,District-Ward 45,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 45,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1107/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2045.jpg
sanborn_104,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:104,sanborn_knoxville1903_0048,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A104,50 ft./inch,District-Ward 42,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 42,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A104/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2042.jpg
sanborn_1211,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1211,sanborn_knoxville1917_0078,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1211,100 ft./inch,District-Ward 73,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 73,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1211/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2073.jpg
sanborn_1057,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1057,sanborn_knoxville1903_0001,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1057,50 ft./inch,,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Cover Page,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1057/datastream/TN/view/Knoxville%20--%201903%20--%20Cover%20Page.jpg
sanborn_1170,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1170,sanborn_knoxville1917_0037,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1170,50 ft./inch,District-Ward 32,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 32,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1170/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2032.jpg
sanborn_1123,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1123,sanborn_knoxville1903_0067,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1123,50 ft./inch,District-Ward 61,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 61,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1123/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2061.jpg
sanborn_1206,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1206,sanborn_knoxville1917_0073,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1206,50 ft./inch,District-Ward 68,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 68,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1206/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2068.jpg
sanborn_1181,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1181,sanborn_knoxville1917_0048,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1181,50 ft./inch,District-Ward 43,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 43,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1181/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2043.jpg
sanborn_1200,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1200,sanborn_knoxville1917_0067,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1200,50 ft./inch,District-Ward 62,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 62,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1200/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2062.jpg
sanborn_165,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:165,sanborn_knoxville1917_0032,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A165,50 ft./inch,District-Ward 27,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 27,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A165/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2027.jpg
sanborn_1045,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1045,sanborn_knoxville1890_0032,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1045,50 ft./inch,District-Ward 31,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 31,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1045/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2031.jpg
sanborn_2,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:2,sanborn_knoxville1884_0002,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A2,50 ft./inch,District-Ward 2,1884,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1884,1884,Knoxville -- 1884,Sheet 2,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A2/datastream/TN/view/Knoxville%20--%201884%20--%20Sheet%202.jpg
sanborn_63,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:63,sanborn_knoxville1903_0007,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A63,50 ft./inch,District-Ward 4,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 4,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A63/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%204.jpg
sanborn_101,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:101,sanborn_knoxville1903_0045,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A101,50 ft./inch,District-Ward 39,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 39,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A101/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2039.jpg
sanborn_28,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:28,sanborn_knoxville1890_0015,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A28,50 ft./inch,District-Ward 14,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 14,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A28/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2014.jpg
